PostID,Post_Text,Sentiment,Keyword,Reason,Platform,Year
2013,beneficial helpful by believe it it could a to that well not,Positive,beneficial,helpful,Twitter,2020
2014,concerning bias could on could could use very to not could this,Negative,concerning,bias,Instagram,2018
2015,scary bias to believe could very that I most is by on,Negative,scary,bias,Instagram,2023
2016,bad environment to could use not use the most use to the,Negative,bad,environment,Facebook,2021
2017,scary creativity it that with the the well on it is might,Negative,scary,creativity,Instagram,2018
2018,horrible creativity very believe might I I is use it beliefs on,Negative,horrible,creativity,Instagram,2024
2019,hopeful learning might very use with I it be with beliefs well,Positive,hopeful,learning,Twitter,2023
2020,bad inhuman believe beliefs use think this use could not be could,Negative,bad,inhuman,Instagram,2024
2021,unethical bias think this not not not very a very the believe,Negative,unethical,bias,Instagram,2024
2022,scary bias the the to the beliefs on a well from this,Negative,scary,bias,Instagram,2020
2023,disastrous creativity very believe from think think be be that could from,Negative,disastrous,creativity,Instagram,2024
2024,innovative automation is that think this a believe from think this by,Positive,innovative,automation,Instagram,2024
2025,good useful not on might from is most believe use a most,Positive,good,useful,Instagram,2023
2026,terrifying jobs believe not I with it use I is very most,Negative,terrifying,jobs,Instagram,2017
2027,bad environment be the well not not from think could it to,Negative,bad,environment,Facebook,2021
2028,horrible bias might by well very use that use that be with,Negative,horrible,bias,Instagram,2023
2029,concerning jobs on this well could to beliefs a from is use,Negative,concerning,jobs,Instagram,2017
2030,unethical creativity well on not that by could use most I by,Negative,unethical,creativity,Twitter,2018
2031,amazing helpful this I very on by think by this I believe,Positive,amazing,helpful,Twitter,2019
2032,good learning use this this well might with beliefs could think on,Positive,good,learning,Instagram,2017
2033,good useful well believe not believe could be is a be might,Positive,good,useful,Instagram,2016
2034,amazing automation most a the is from use not well not could,Positive,amazing,automation,Twitter,2024
2035,hopeful useful believe might most on very very well with a could,Positive,hopeful,useful,Instagram,2023
2036,terrifying jobs with the by well is by with I by think,Negative,terrifying,jobs,Instagram,2021
2037,good helpful could that could that I that to I very it,Positive,good,helpful,Instagram,2023
2038,beneficial productive believe I well from could on well could a with,Positive,beneficial,productive,Twitter,2016
2039,disastrous environment use to use very believe from a to a this,Negative,disastrous,environment,Facebook,2019
2040,innovative productive well not with a is by most beliefs think well,Positive,innovative,productive,Twitter,2022
2041,hopeful useful from on beliefs use that beliefs is not that very,Positive,hopeful,useful,Instagram,2017
2042,horrible environment think might from the use use very use not a,Negative,horrible,environment,Instagram,2023
2043,horrible creativity on to not could is from by beliefs I on,Negative,horrible,creativity,Twitter,2018
2044,good helpful the use well this be well think to that it,Positive,good,helpful,Instagram,2023
2045,great learning this beliefs be be could from the could from well,Positive,great,learning,Instagram,2024
2046,disastrous creativity a very on that from to not believe by from,Negative,disastrous,creativity,Facebook,2019
2047,scary creativity could beliefs that not a with it not I a,Negative,scary,creativity,Instagram,2024
2048,amazing useful to think this that a from not a a is,Positive,amazing,useful,Twitter,2016
2049,disastrous creativity be very use the on with well with a I,Negative,disastrous,creativity,Instagram,2018
2050,great automation believe that from use that that believe not not I,Positive,great,automation,Facebook,2023
2051,good productive not could on could it most this a beliefs beliefs,Positive,good,productive,Facebook,2023
2052,productive useful be use from on beliefs is this to use well,Positive,productive,useful,Twitter,2016
2053,innovative productive to on that very believe I I this on from,Positive,innovative,productive,Twitter,2019
2054,good helpful might by on most with this on is I on,Positive,good,helpful,Facebook,2017
2055,disastrous inhuman to think it on might is the believe the well,Negative,disastrous,inhuman,Instagram,2021
2056,amazing helpful is I very most use use on with on a,Positive,amazing,helpful,Facebook,2024
2057,hopeful useful beliefs the use might it think very is well I,Positive,hopeful,useful,Twitter,2018
2058,great productive most it on well is is very from use from,Positive,great,productive,Twitter,2024
2059,amazing useful think that think on the might that on this believe,Positive,amazing,useful,Instagram,2017
2060,innovative productive is by it beliefs this not with this very think,Positive,innovative,productive,Facebook,2020
2061,innovative useful very beliefs not think think very could that not on,Positive,innovative,useful,Instagram,2017
2062,productive helpful I the on by is believe not could not is,Positive,productive,helpful,Instagram,2024
2063,innovative automation could by not from not most from by might think,Positive,innovative,automation,Twitter,2017
2064,amazing automation the not well might on with very from I be,Positive,amazing,automation,Instagram,2024
2065,bad creativity might most on that might from most be it I,Negative,bad,creativity,Instagram,2018
2066,concerning inhuman not to very on beliefs this the not a the,Negative,concerning,inhuman,Instagram,2024
2067,disastrous jobs might think from I this be with think that could,Negative,disastrous,jobs,Instagram,2016
2068,amazing productive beliefs think be think this most think be a this,Positive,amazing,productive,Twitter,2020
2069,terrifying bias most could most a believe on I is might could,Negative,terrifying,bias,Instagram,2021
2070,scary creativity that not well very beliefs a think not use on,Negative,scary,creativity,Facebook,2024
2071,scary jobs not not very from with is very to very the,Negative,scary,jobs,Instagram,2020
2072,innovative automation very from the a might that to very believe most,Positive,innovative,automation,Facebook,2023
2073,amazing productive a might beliefs I believe could be well with from,Positive,amazing,productive,Instagram,2016
2074,good helpful by on is be be might most this is from,Positive,good,helpful,Twitter,2022
2075,horrible environment the very the it by very might could by use,Negative,horrible,environment,Facebook,2017
2076,disastrous bias this most use be a is very most that this,Negative,disastrous,bias,Instagram,2024
2077,productive helpful by believe on is believe believe think with use be,Positive,productive,helpful,Twitter,2023
2078,productive useful it on not not from it that with the beliefs,Positive,productive,useful,Twitter,2024
2079,hopeful productive very it this I to on this that well could,Positive,hopeful,productive,Twitter,2019
2080,hopeful learning a this is well a to with well on beliefs,Positive,hopeful,learning,Facebook,2017
2081,scary environment with well think from to with be the might I,Negative,scary,environment,Twitter,2021
2082,horrible environment is well use think by with the most most most,Negative,horrible,environment,Instagram,2019
2083,disastrous environment believe is I think it that to is to this,Negative,disastrous,environment,Facebook,2018
2084,terrifying creativity with from might could by I to this most with,Negative,terrifying,creativity,Instagram,2022
2085,concerning environment might be use might be most not from think by,Negative,concerning,environment,Instagram,2020
2086,terrifying inhuman from well most be believe this is beliefs from be,Negative,terrifying,inhuman,Facebook,2017
2087,beneficial automation that believe that think well is by not very beliefs,Positive,beneficial,automation,Facebook,2017
2088,great useful this with from might to the not use well with,Positive,great,useful,Twitter,2022
2089,productive useful use very think to from it this the could might,Positive,productive,useful,Twitter,2018
2090,terrifying inhuman that not from might from with that it use on,Negative,terrifying,inhuman,Facebook,2021
2091,hopeful helpful I not on on not well be that I not,Positive,hopeful,helpful,Facebook,2024
2092,hopeful automation it most well with this might not use is by,Positive,hopeful,automation,Twitter,2020
2093,scary inhuman to beliefs very on might very think is to well,Negative,scary,inhuman,Instagram,2019
2094,beneficial helpful on to very from believe use that a on from,Positive,beneficial,helpful,Twitter,2023
2095,terrifying creativity the think use the beliefs from I with might well,Negative,terrifying,creativity,Twitter,2020
2096,good useful think be from from the very that on be with,Positive,good,useful,Instagram,2023
2097,unethical creativity beliefs might it very not use is a with it,Negative,unethical,creativity,Facebook,2021
2098,great productive I this be that well think with it with I,Positive,great,productive,Facebook,2017
2099,disastrous inhuman to the I use a be a believe by might,Negative,disastrous,inhuman,Twitter,2017
2100,productive learning that could the beliefs might is the could to I,Positive,productive,learning,Facebook,2021
2101,innovative useful with beliefs the with from a most most well with,Positive,innovative,useful,Twitter,2022
2102,hopeful useful use be from very beliefs by could is the well,Positive,hopeful,useful,Twitter,2024
2103,disastrous jobs could most could is use very I to it this,Negative,disastrous,jobs,Twitter,2023
2104,bad environment not a think it believe by from might that might,Negative,bad,environment,Instagram,2022
2105,amazing useful with a that a I be well could could most,Positive,amazing,useful,Facebook,2018
2106,hopeful helpful believe most on well could be beliefs a on it,Positive,hopeful,helpful,Facebook,2019
2107,great learning the most use might I use to that that very,Positive,great,learning,Twitter,2021
2108,concerning inhuman think most believe could the beliefs think might that use,Negative,concerning,inhuman,Instagram,2017
2109,horrible jobs the believe well is a on that I I use,Negative,horrible,jobs,Instagram,2019
2110,great learning on very might well by that not well from use,Positive,great,learning,Twitter,2021
2111,innovative automation not could with from the to most well it that,Positive,innovative,automation,Instagram,2022
2112,hopeful useful a be with with well beliefs to I the it,Positive,hopeful,useful,Facebook,2020
2113,hopeful automation think a to is that believe that might use very,Positive,hopeful,automation,Facebook,2022
2114,amazing productive that this could use could be use the by that,Positive,amazing,productive,Twitter,2019
2115,beneficial helpful very believe this that to be think not think be,Positive,beneficial,helpful,Facebook,2022
2116,productive automation well from think might might believe is by the well,Positive,productive,automation,Instagram,2022
2117,amazing useful very not on be not to could that I this,Positive,amazing,useful,Facebook,2024
2118,scary jobs a I I the might believe might is is is,Negative,scary,jobs,Facebook,2023
2119,horrible environment might well very this believe is with use not beliefs,Negative,horrible,environment,Instagram,2021
2120,beneficial productive from believe use the the from to could believe from,Positive,beneficial,productive,Facebook,2024
2121,scary creativity a believe the a could beliefs be this beliefs a,Negative,scary,creativity,Instagram,2023
2122,good learning on the might not a think on most with from,Positive,good,learning,Twitter,2021
2123,great useful believe well think it could very from with the a,Positive,great,useful,Facebook,2023
2124,bad inhuman could by not most very be on with the might,Negative,bad,inhuman,Twitter,2019
2125,good useful that on not might well on this with the this,Positive,good,useful,Twitter,2023
2126,terrifying inhuman is be use believe on it believe might believe very,Negative,terrifying,inhuman,Twitter,2022
2127,hopeful helpful very this it be most well is most most the,Positive,hopeful,helpful,Instagram,2023
2128,beneficial learning very very on a not with believe a be be,Positive,beneficial,learning,Instagram,2021
2129,bad inhuman beliefs be think not think might well well beliefs think,Negative,bad,inhuman,Facebook,2023
2130,great automation from with to on a might from that a well,Positive,great,automation,Instagram,2024
2131,innovative automation on is by not I it is that could the,Positive,innovative,automation,Instagram,2019
2132,unethical environment the most a think on it use use could a,Negative,unethical,environment,Instagram,2016
2133,horrible creativity most it could might be the to the with with,Negative,horrible,creativity,Instagram,2021
2134,beneficial learning the could with from could I this the might the,Positive,beneficial,learning,Twitter,2021
2135,scary creativity by not use not well to think think with by,Negative,scary,creativity,Instagram,2024
2136,terrifying creativity think this very beliefs it most that is this could,Negative,terrifying,creativity,Twitter,2018
2137,scary creativity that from the a be could from think the that,Negative,scary,creativity,Twitter,2018
2138,concerning jobs not the a not might believe on be be well,Negative,concerning,jobs,Twitter,2024
2139,beneficial automation a beliefs on it most could might beliefs to not,Positive,beneficial,automation,Instagram,2018
2140,concerning environment is well to not from very think beliefs by the,Negative,concerning,environment,Facebook,2024
2141,concerning jobs from this this on be well that on beliefs by,Negative,concerning,jobs,Instagram,2023
2142,beneficial useful most that from on use by is not with think,Positive,beneficial,useful,Twitter,2018
2143,bad inhuman with on very by to to a the by it,Negative,bad,inhuman,Instagram,2022
2144,good useful not by to not from think by most on this,Positive,good,useful,Instagram,2023
2145,bad creativity from might by that use the could might the not,Negative,bad,creativity,Facebook,2018
2146,scary creativity a well the very most is is it very on,Negative,scary,creativity,Instagram,2022
2147,scary inhuman think might by use the this I believe not with,Negative,scary,inhuman,Facebook,2016
2148,unethical inhuman with think think most it is to with with by,Negative,unethical,inhuman,Instagram,2021
2149,great useful with the a very from this to very it could,Positive,great,useful,Instagram,2017
2150,good useful might I think might I from most well to well,Positive,good,useful,Twitter,2022
2151,concerning environment could is by well believe believe not with from use,Negative,concerning,environment,Twitter,2021
2152,great helpful beliefs be beliefs a the this might with think this,Positive,great,helpful,Twitter,2023
2153,good learning be use I this a that from not from this,Positive,good,learning,Facebook,2016
2154,unethical creativity beliefs this beliefs this be beliefs most this might might,Negative,unethical,creativity,Twitter,2023
2155,concerning bias think on the use with very it beliefs this with,Negative,concerning,bias,Twitter,2019
2156,scary creativity very the well a a not most by from that,Negative,scary,creativity,Instagram,2020
2157,scary creativity not a use it from it I most very I,Negative,scary,creativity,Instagram,2021
2158,bad creativity think well from not with not I with this by,Negative,bad,creativity,Twitter,2017
2159,beneficial learning very a could well well a use this believe beliefs,Positive,beneficial,learning,Twitter,2018
2160,disastrous inhuman could with very think think believe it very it is,Negative,disastrous,inhuman,Instagram,2024
2161,great helpful think not it this well it I well that well,Positive,great,helpful,Facebook,2017
2162,concerning bias is could from this use I believe from to I,Negative,concerning,bias,Twitter,2018
2163,great learning believe a a from from most believe the not believe,Positive,great,learning,Facebook,2021
2164,good useful not to with might believe well with might this this,Positive,good,useful,Twitter,2024
2165,great useful to most not with I on it think to the,Positive,great,useful,Facebook,2022
2166,scary creativity is most very by I believe by beliefs it on,Negative,scary,creativity,Instagram,2017
2167,bad bias could that could could that beliefs it be well by,Negative,bad,bias,Instagram,2021
2168,horrible bias that that this it could beliefs beliefs from a use,Negative,horrible,bias,Facebook,2021
2169,great productive it not with think most believe use the might beliefs,Positive,great,productive,Twitter,2016
2170,innovative helpful by use most very I to the it by be,Positive,innovative,helpful,Twitter,2024
2171,disastrous creativity well most on it think might might to could well,Negative,disastrous,creativity,Facebook,2022
2172,good productive by by on by not believe beliefs beliefs with use,Positive,good,productive,Facebook,2020
2173,good useful think from the it by from could might use with,Positive,good,useful,Facebook,2024
2174,amazing helpful the that well most believe be by a very on,Positive,amazing,helpful,Facebook,2023
2175,beneficial helpful from think is could a I a most not most,Positive,beneficial,helpful,Instagram,2023
2176,productive automation the think use use might beliefs believe believe be well,Positive,productive,automation,Facebook,2024
2177,hopeful useful the with very I on most to not on might,Positive,hopeful,useful,Facebook,2018
2178,great productive that believe to beliefs by very use most it from,Positive,great,productive,Twitter,2021
2179,unethical creativity the believe this it be might a might on by,Negative,unethical,creativity,Instagram,2020
2180,amazing helpful not believe not might the be by on it could,Positive,amazing,helpful,Twitter,2018
2181,amazing automation most that I that use think well by beliefs could,Positive,amazing,automation,Twitter,2017
2182,disastrous environment use might believe most use not very this most think,Negative,disastrous,environment,Facebook,2017
2183,great productive use that use could be might not beliefs with be,Positive,great,productive,Twitter,2023
2184,concerning environment with the on it this use could I from I,Negative,concerning,environment,Instagram,2023
2185,beneficial helpful this most could believe could with believe well think most,Positive,beneficial,helpful,Twitter,2024
2186,terrifying inhuman be that from think be on a by most to,Negative,terrifying,inhuman,Instagram,2021
2187,bad bias this might not beliefs very it I it from is,Negative,bad,bias,Facebook,2024
2188,great productive be this most not could be from it very on,Positive,great,productive,Facebook,2024
2189,horrible creativity is on by might by that a to not I,Negative,horrible,creativity,Twitter,2017
2190,terrifying bias on a believe could a very that a that a,Negative,terrifying,bias,Instagram,2023
2191,amazing useful this from very very by believe on on not to,Positive,amazing,useful,Facebook,2020
2192,innovative learning on I most well is could by this it believe,Positive,innovative,learning,Twitter,2020
2193,good productive believe might be from this think the very a from,Positive,good,productive,Instagram,2021
2194,concerning creativity beliefs the I not is by this with a it,Negative,concerning,creativity,Instagram,2020
2195,productive automation think beliefs on beliefs believe think from a I from,Positive,productive,automation,Instagram,2020
2196,bad creativity that on could might might believe might use the be,Negative,bad,creativity,Facebook,2024
2197,productive learning this from very to is to well on I could,Positive,productive,learning,Facebook,2024
2198,productive productive well could by use could beliefs is on well is,Positive,productive,productive,Facebook,2016
2199,amazing productive a to could believe it to this by with by,Positive,amazing,productive,Facebook,2021
2200,terrifying inhuman very might very beliefs very very on most with it,Negative,terrifying,inhuman,Twitter,2018
2201,beneficial useful think it the is a believe could could a it,Positive,beneficial,useful,Twitter,2024
2202,innovative helpful by not might not on beliefs that very that it,Positive,innovative,helpful,Facebook,2019
2203,beneficial helpful be this very by by this I might this with,Positive,beneficial,helpful,Facebook,2017
2204,hopeful useful it most by it use is very that a is,Positive,hopeful,useful,Facebook,2024
2205,horrible creativity by not think very could very be on not from,Negative,horrible,creativity,Facebook,2018
2206,disastrous creativity a think a well with could to could by a,Negative,disastrous,creativity,Facebook,2023
2207,hopeful automation well to with that from not well to on it,Positive,hopeful,automation,Facebook,2024
2208,concerning environment this is think use might from most this a is,Negative,concerning,environment,Facebook,2019
2209,hopeful automation to be by could well I to most most most,Positive,hopeful,automation,Twitter,2023
2210,innovative useful use not be might I might a the very might,Positive,innovative,useful,Facebook,2018
2211,unethical creativity it beliefs most on very might it beliefs could a,Negative,unethical,creativity,Facebook,2024
2212,great helpful that I not with most well a most think very,Positive,great,helpful,Instagram,2017
2213,great helpful could believe with use by is well be on it,Positive,great,helpful,Instagram,2023
2214,good useful the I from that might from this a on believe,Positive,good,useful,Instagram,2024
2215,horrible bias very most might could very I think a think I,Negative,horrible,bias,Instagram,2019
2216,concerning creativity could think might use to well by that by by,Negative,concerning,creativity,Twitter,2024
2217,unethical inhuman I from I with beliefs to is could not is,Negative,unethical,inhuman,Twitter,2022
2218,hopeful automation could on most not I on use is might the,Positive,hopeful,automation,Instagram,2016
2219,concerning environment on might could most well well this might it to,Negative,concerning,environment,Facebook,2017
2220,scary inhuman most from this use to with by that not most,Negative,scary,inhuman,Instagram,2022
2221,beneficial productive could from could think not on that beliefs a it,Positive,beneficial,productive,Facebook,2019
2222,disastrous inhuman use very it a not well from be beliefs it,Negative,disastrous,inhuman,Facebook,2016
2223,disastrous inhuman on very a this use well might use to from,Negative,disastrous,inhuman,Instagram,2017
2224,innovative automation very it to not not well by believe a it,Positive,innovative,automation,Twitter,2016
2225,amazing automation believe not think a most might on it beliefs this,Positive,amazing,automation,Facebook,2016
2226,unethical inhuman I a use by most think a is be it,Negative,unethical,inhuman,Facebook,2023
2227,terrifying bias believe beliefs very not with from it think it not,Negative,terrifying,bias,Instagram,2023
2228,beneficial automation believe could by a is well that with be be,Positive,beneficial,automation,Facebook,2020
2229,scary creativity might with that could might think think with is to,Negative,scary,creativity,Instagram,2024
2230,horrible environment a I a by believe it not to believe from,Negative,horrible,environment,Instagram,2022
2231,great helpful think could the beliefs most use it most this most,Positive,great,helpful,Twitter,2022
2232,amazing automation believe very to on the I on well that to,Positive,amazing,automation,Facebook,2024
2233,terrifying bias on not might could not not I very most well,Negative,terrifying,bias,Facebook,2022
2234,scary jobs I most that it be beliefs it use the I,Negative,scary,jobs,Facebook,2020
2235,great automation on with could the from is this I most think,Positive,great,automation,Twitter,2017
2236,bad bias believe might could very from from most most on might,Negative,bad,bias,Instagram,2018
2237,great helpful from with might use the from I beliefs this that,Positive,great,helpful,Twitter,2022
2238,disastrous jobs think believe believe to could very could well is not,Negative,disastrous,jobs,Instagram,2018
2239,beneficial productive I a it the on is it could might use,Positive,beneficial,productive,Instagram,2024
2240,good helpful this believe with on beliefs think beliefs most that that,Positive,good,helpful,Twitter,2017
2241,scary creativity be might could a that could to a a by,Negative,scary,creativity,Instagram,2022
2242,innovative helpful very from with a from it on it think I,Positive,innovative,helpful,Instagram,2023
2243,terrifying inhuman beliefs might could use most could think to could very,Negative,terrifying,inhuman,Facebook,2023
2244,unethical creativity most by that from most believe most could is with,Negative,unethical,creativity,Instagram,2021
2245,disastrous inhuman this not most believe be believe I believe a not,Negative,disastrous,inhuman,Twitter,2016
2246,beneficial automation most well is use could beliefs think be the think,Positive,beneficial,automation,Instagram,2018
2247,scary bias could on might could use that this with use most,Negative,scary,bias,Twitter,2017
2248,concerning bias be from think is think from to most to most,Negative,concerning,bias,Facebook,2018
2249,unethical inhuman not well by very believe it on most use that,Negative,unethical,inhuman,Instagram,2017
2250,great learning this believe very the to by might I to could,Positive,great,learning,Twitter,2022
2251,good helpful from might be well not use on think be well,Positive,good,helpful,Twitter,2023
2252,good productive think not it is by on beliefs I the very,Positive,good,productive,Twitter,2023
2253,concerning jobs I most it be believe could on that on on,Negative,concerning,jobs,Facebook,2016
2254,great helpful very from well not by very well with well from,Positive,great,helpful,Twitter,2022
2255,bad bias from most that use with beliefs well beliefs might could,Negative,bad,bias,Facebook,2019
2256,horrible bias to it be a on a this to be use,Negative,horrible,bias,Facebook,2019
2257,concerning creativity a use by a the very very to most on,Negative,concerning,creativity,Instagram,2022
2258,good productive most be could might very well it could that not,Positive,good,productive,Instagram,2018
2259,hopeful helpful well this might a by by by this very to,Positive,hopeful,helpful,Instagram,2016
2260,terrifying jobs this to this it very from is most beliefs beliefs,Negative,terrifying,jobs,Instagram,2023
2261,beneficial automation the with the from a I most very by is,Positive,beneficial,automation,Twitter,2017
2262,innovative useful might on from the very use be that is by,Positive,innovative,useful,Twitter,2019
2263,scary inhuman from beliefs with not very use well could believe that,Negative,scary,inhuman,Instagram,2021
2264,innovative productive that the to it not think on beliefs from with,Positive,innovative,productive,Facebook,2018
2265,amazing learning use not a this a not not might use be,Positive,amazing,learning,Facebook,2019
2266,innovative useful this is use this not to it I I this,Positive,innovative,useful,Twitter,2023
2267,innovative learning with believe might might it is by to be is,Positive,innovative,learning,Twitter,2018
2268,concerning environment might this use it could believe beliefs a beliefs with,Negative,concerning,environment,Instagram,2016
2269,hopeful useful could I think very to the from believe that from,Positive,hopeful,useful,Instagram,2022
2270,productive learning could beliefs not believe to beliefs that think I on,Positive,productive,learning,Instagram,2018
2271,good automation most the a beliefs could not could a by be,Positive,good,automation,Instagram,2022
2272,good automation a this a not is well believe I with it,Positive,good,automation,Twitter,2022
2273,good helpful is on well from think be by believe beliefs very,Positive,good,helpful,Twitter,2018
2274,bad creativity with to a believe I it is could use that,Negative,bad,creativity,Facebook,2018
2275,amazing learning believe to not well think is well beliefs it could,Positive,amazing,learning,Twitter,2021
2276,innovative learning a to could on is think this a this is,Positive,innovative,learning,Facebook,2021
2277,innovative automation could this that beliefs from might I could be think,Positive,innovative,automation,Instagram,2017
2278,beneficial automation beliefs well on is believe with with not on it,Positive,beneficial,automation,Twitter,2019
2279,unethical bias it from from from most not well on be on,Negative,unethical,bias,Instagram,2016
2280,horrible bias this use that believe is use to beliefs I a,Negative,horrible,bias,Facebook,2023
2281,great helpful by I to most most could this very could a,Positive,great,helpful,Twitter,2023
2282,bad jobs this on use that by be not by most very,Negative,bad,jobs,Facebook,2016
2283,great helpful this from is beliefs this to is this be beliefs,Positive,great,helpful,Twitter,2018
2284,concerning creativity it use from by with think might very I use,Negative,concerning,creativity,Instagram,2020
2285,innovative learning the from from a well might very by think be,Positive,innovative,learning,Facebook,2019
2286,terrifying environment could it use I the very on is with be,Negative,terrifying,environment,Twitter,2024
2287,great learning think might not use it this use use most might,Positive,great,learning,Twitter,2020
2288,beneficial learning a I to a well a by be very be,Positive,beneficial,learning,Twitter,2018
2289,disastrous creativity well the very that most very is think that to,Negative,disastrous,creativity,Facebook,2023
2290,beneficial productive use a a most most believe believe beliefs I think,Positive,beneficial,productive,Twitter,2020
2291,great helpful by most beliefs well it might to to most is,Positive,great,helpful,Facebook,2024
2292,productive automation to think believe is I believe by most that use,Positive,productive,automation,Facebook,2020
2293,amazing useful think a with I believe I I it from with,Positive,amazing,useful,Instagram,2017
2294,hopeful useful well believe from that very might use on that a,Positive,hopeful,useful,Facebook,2024
2295,beneficial useful most think might this from to it with it this,Positive,beneficial,useful,Instagram,2022
2296,beneficial automation the to very believe the this is on that on,Positive,beneficial,automation,Twitter,2020
2297,terrifying inhuman to I by I might well might could on this,Negative,terrifying,inhuman,Facebook,2022
2298,hopeful useful from to this on with not the use not by,Positive,hopeful,useful,Facebook,2018
2299,beneficial helpful with think the believe very beliefs think I most a,Positive,beneficial,helpful,Facebook,2020
2300,hopeful productive think use could not use most on believe on beliefs,Positive,hopeful,productive,Facebook,2017
2301,amazing learning it by the that beliefs I that by with could,Positive,amazing,learning,Twitter,2022
2302,bad environment well this use not it use I use on on,Negative,bad,environment,Facebook,2018
2303,great productive it think could very it very not might beliefs not,Positive,great,productive,Twitter,2021
2304,terrifying inhuman that could beliefs a most might very on use I,Negative,terrifying,inhuman,Instagram,2021
2305,productive learning believe beliefs not to on from use think could that,Positive,productive,learning,Instagram,2017
2306,hopeful productive I on is is a well it could on beliefs,Positive,hopeful,productive,Instagram,2022
2307,disastrous jobs well on that it to use most well think very,Negative,disastrous,jobs,Instagram,2020
2308,bad inhuman think this beliefs it it very with beliefs to well,Negative,bad,inhuman,Facebook,2016
2309,productive automation is most could be the on by a use a,Positive,productive,automation,Twitter,2023
2310,concerning creativity believe that with very be to this most with a,Negative,concerning,creativity,Instagram,2019
2311,unethical inhuman believe from believe a with use be well on think,Negative,unethical,inhuman,Facebook,2017
2312,innovative helpful to by that that I think might it I on,Positive,innovative,helpful,Twitter,2024
2313,unethical jobs beliefs with well well a is very beliefs that not,Negative,unethical,jobs,Twitter,2022
2314,concerning inhuman think most believe could not believe not this the most,Negative,concerning,inhuman,Facebook,2021
2315,beneficial useful the I I could it by might very it by,Positive,beneficial,useful,Facebook,2017
2316,beneficial helpful on it might might this by the is on well,Positive,beneficial,helpful,Twitter,2018
2317,horrible inhuman that not on beliefs that beliefs a not not with,Negative,horrible,inhuman,Instagram,2019
2318,hopeful helpful might well be be it well this to use to,Positive,hopeful,helpful,Facebook,2016
2319,scary inhuman most that most is a most believe with be to,Negative,scary,inhuman,Twitter,2018
2320,good useful most this to I beliefs very not well could think,Positive,good,useful,Twitter,2019
2321,amazing productive believe might the beliefs is most by use beliefs might,Positive,amazing,productive,Instagram,2017
2322,scary jobs use with that most by most with I from beliefs,Negative,scary,jobs,Twitter,2016
2323,terrifying jobs the a that to with to from from is on,Negative,terrifying,jobs,Instagram,2020
2324,horrible bias by that a think the to by very it I,Negative,horrible,bias,Facebook,2023
2325,unethical jobs believe from with very could that be well might to,Negative,unethical,jobs,Instagram,2022
2326,beneficial useful I use most most by could the could very might,Positive,beneficial,useful,Twitter,2019
2327,horrible creativity most with from well very with I I think to,Negative,horrible,creativity,Facebook,2020
2328,bad creativity from might very it not this by by think that,Negative,bad,creativity,Twitter,2016
2329,beneficial automation I well think from very to believe the most this,Positive,beneficial,automation,Twitter,2019
2330,beneficial helpful well is most most the most the be might think,Positive,beneficial,helpful,Twitter,2023
2331,scary environment this on not use a the not well might from,Negative,scary,environment,Instagram,2023
2332,concerning creativity not think beliefs use a could that very the this,Negative,concerning,creativity,Instagram,2016
2333,bad bias it could be with think not most a it a,Negative,bad,bias,Instagram,2016
2334,hopeful learning it with it use from to beliefs is think beliefs,Positive,hopeful,learning,Facebook,2020
2335,good helpful most that most be think from might could by from,Positive,good,helpful,Instagram,2021
2336,scary bias to very to be on believe with beliefs use think,Negative,scary,bias,Facebook,2024
2337,productive helpful from a might use it by a is to beliefs,Positive,productive,helpful,Twitter,2018
2338,amazing productive think believe that to use think well to a the,Positive,amazing,productive,Instagram,2023
2339,terrifying creativity to by a might on believe with this not believe,Negative,terrifying,creativity,Facebook,2024
2340,concerning bias it I that that might not is the believe from,Negative,concerning,bias,Instagram,2016
2341,great productive is with not a by believe believe be to think,Positive,great,productive,Facebook,2018
2342,terrifying bias might beliefs it use I most is from most it,Negative,terrifying,bias,Facebook,2017
2343,innovative useful could use not beliefs not think by from on I,Positive,innovative,useful,Facebook,2024
2344,horrible inhuman be I use I I by from by is that,Negative,horrible,inhuman,Instagram,2019
2345,beneficial productive well beliefs this could could with could this with beliefs,Positive,beneficial,productive,Facebook,2023
2346,great learning this the from be very use with to beliefs very,Positive,great,learning,Twitter,2020
2347,bad inhuman could with is most could might this I think by,Negative,bad,inhuman,Instagram,2016
2348,unethical creativity to well not this that the is a well by,Negative,unethical,creativity,Facebook,2024
2349,great learning beliefs from could could it the might very that a,Positive,great,learning,Instagram,2018
2350,amazing automation to most on with use to use is be very,Positive,amazing,automation,Twitter,2023
2351,unethical bias beliefs think on be this not a well think that,Negative,unethical,bias,Twitter,2022
2352,great useful this a the a well the not beliefs this use,Positive,great,useful,Instagram,2019
2353,good helpful most well well very think well beliefs not I by,Positive,good,helpful,Facebook,2023
2354,bad creativity a not the is from well this a well might,Negative,bad,creativity,Instagram,2017
2355,unethical creativity this on very could beliefs from is I believe beliefs,Negative,unethical,creativity,Facebook,2022
2356,innovative automation beliefs think use this a that that that might the,Positive,innovative,automation,Instagram,2019
2357,hopeful productive on believe I think the most from most well could,Positive,hopeful,productive,Instagram,2021
2358,good useful think is could well with to to from this with,Positive,good,useful,Twitter,2020
2359,good automation very a the beliefs believe that that be a on,Positive,good,automation,Twitter,2019
2360,great helpful the could believe that very well by is could believe,Positive,great,helpful,Twitter,2018
